3.90521e+06 6.5491e+06 9.19412e+06 1.17695e+07 1.42952e+07 1.68542e+07 1.9343e+07 2.17628e+07 2.45029e+07 2.70509e+07 2.95616e+07 3.22492e+07 3.49491e+07 3.74829e+07 3.95498e+07 4.2106e+07 4.39611e+07 4.52108e+07 4.63873e+07 4.67646e+07 4.63873e+07 4.52108e+07 4.39611e+07 4.2106e+07 3.95498e+07 3.74829e+07 3.49491e+07 3.22492e+07 2.95616e+07 2.70509e+07 2.45029e+07 2.17628e+07 1.9343e+07 1.68542e+07 1.42952e+07 1.17695e+07 9.19412e+06 6.5491e+06 
6.24695e+06 9.07544e+06 1.18696e+07 1.45269e+07 1.75348e+07 2.05875e+07 2.34709e+07 2.62727e+07 2.92255e+07 3.2118e+07 3.45564e+07 3.75261e+07 4.05428e+07 4.33005e+07 4.62108e+07 4.89721e+07 5.08602e+07 5.15723e+07 5.24141e+07 5.2881e+07 5.24141e+07 5.15723e+07 5.08602e+07 4.89721e+07 4.62108e+07 4.33005e+07 4.05428e+07 3.75261e+07 3.45564e+07 3.2118e+07 2.92255e+07 2.62727e+07 2.34709e+07 2.05875e+07 1.75348e+07 1.45269e+07 1.18696e+07 9.07544e+06 
8.43178e+06 1.18127e+07 1.5181e+07 1.83178e+07 2.14446e+07 2.46145e+07 2.74632e+07 3.05043e+07 3.40734e+07 3.73765e+07 4.04082e+07 4.37146e+07 4.71885e+07 4.98311e+07 5.23428e+07 5.51285e+07 5.70988e+07 5.82305e+07 5.92636e+07 6.00334e+07 5.92636e+07 5.82305e+07 5.70988e+07 5.51285e+07 5.23428e+07 4.98311e+07 4.71885e+07 4.37146e+07 4.04082e+07 3.73765e+07 3.40734e+07 3.05043e+07 2.74632e+07 2.46145e+07 2.14446e+07 1.83178e+07 1.5181e+07 1.18127e+07 
1.16671e+07 1.50768e+07 1.83112e+07 2.15786e+07 2.51913e+07 2.91735e+07 3.26496e+07 3.60252e+07 3.96015e+07 4.28126e+07 4.58443e+07 4.94391e+07 5.34003e+07 5.67773e+07 5.9631e+07 6.24577e+07 6.40993e+07 6.47528e+07 6.5796e+07 6.6396e+07 6.5796e+07 6.47528e+07 6.40993e+07 6.24577e+07 5.9631e+07 5.67773e+07 5.34003e+07 4.94391e+07 4.58443e+07 4.28126e+07 3.96015e+07 3.60252e+07 3.26496e+07 2.91735e+07 2.51913e+07 2.15786e+07 1.83112e+07 1.50768e+07 
1.43944e+07 1.84646e+07 2.2621e+07 2.63803e+07 3.00561e+07 3.36361e+07 3.69404e+07 4.07697e+07 4.49494e+07 4.92094e+07 5.28786e+07 5.66216e+07 6.05606e+07 6.31662e+07 6.60841e+07 6.87664e+07 7.10654e+07 7.21756e+07 7.2789e+07 7.3668e+07 7.2789e+07 7.21756e+07 7.10654e+07 6.87664e+07 6.60841e+07 6.31662e+07 6.05606e+07 5.66216e+07 5.28786e+07 4.92094e+07 4.49494e+07 4.07697e+07 3.69404e+07 3.36361e+07 3.00561e+07 2.63803e+07 2.2621e+07 1.84646e+07 
1.85763e+07 2.24449e+07 2.60549e+07 3.00646e+07 3.43645e+07 3.90544e+07 4.33914e+07 4.73695e+07 5.12272e+07 5.4641e+07 5.86371e+07 6.29311e+07 6.7473e+07 7.1255e+07 7.40594e+07 7.6361e+07 7.75409e+07 7.89055e+07 8.0088e+07 8.0519e+07 8.0088e+07 7.89055e+07 7.75409e+07 7.6361e+07 7.40594e+07 7.1255e+07 6.7473e+07 6.29311e+07 5.86371e+07 5.4641e+07 5.12272e+07 4.73695e+07 4.33914e+07 3.90544e+07 3.43645e+07 3.00646e+07 2.60549e+07 2.24449e+07 
2.1632e+07 2.63296e+07 3.12339e+07 3.58299e+07 3.99794e+07 4.35607e+07 4.77208e+07 5.23922e+07 5.71763e+07 6.22429e+07 6.69006e+07 7.10425e+07 7.40046e+07 7.74466e+07 8.06025e+07 8.32476e+07 8.57923e+07 8.70477e+07 8.73446e+07 8.6813e+07 8.73446e+07 8.70477e+07 8.57923e+07 8.32476e+07 8.06025e+07 7.74466e+07 7.40046e+07 7.10425e+07 6.69006e+07 6.22429e+07 5.71763e+07 5.23922e+07 4.77208e+07 4.35607e+07 3.99794e+07 3.58299e+07 3.12339e+07 2.63296e+07 
2.59504e+07 3.00397e+07 3.41789e+07 3.8997e+07 4.41682e+07 4.91005e+07 5.47301e+07 5.93685e+07 6.28551e+07 6.68569e+07 7.19315e+07 7.71263e+07 8.20462e+07 8.66242e+07 8.95346e+07 9.037e+07 9.14074e+07 9.38965e+07 9.52449e+07 9.55411e+07 9.52449e+07 9.38965e+07 9.14074e+07 9.037e+07 8.95346e+07 8.66242e+07 8.20462e+07 7.71263e+07 7.19315e+07 6.68569e+07 6.28551e+07 5.93685e+07 5.47301e+07 4.91005e+07 4.41682e+07 3.8997e+07 3.41789e+07 3.00397e+07 
2.82672e+07 3.34342e+07 3.89575e+07 4.46779e+07 4.89706e+07 5.26598e+07 5.76997e+07 6.33697e+07 6.8745e+07 7.43698e+07 8.03986e+07 8.43707e+07 8.70554e+07 9.21901e+07 9.59594e+07 9.88158e+07 1.01323e+08 1.02927e+08 1.02366e+08 1.00226e+08 1.02366e+08 1.02927e+08 1.01323e+08 9.88158e+07 9.59594e+07 9.21901e+07 8.70554e+07 8.43707e+07 8.03986e+07 7.43698e+07 6.8745e+07 6.33697e+07 5.76997e+07 5.26598e+07 4.89706e+07 4.46779e+07 3.89575e+07 3.34342e+07 
3.19405e+07 3.6304e+07 4.09645e+07 4.66733e+07 5.25539e+07 5.80303e+07 6.45389e+07 6.99488e+07 7.29906e+07 7.75149e+07 8.38845e+07 9.0007e+07 9.57274e+07 1.02192e+08 1.05763e+08 1.04572e+08 1.05681e+08 1.09586e+08 1.11307e+08 1.11756e+08 1.11307e+08 1.09586e+08 1.05681e+08 1.04572e+08 1.05763e+08 1.02192e+08 9.57274e+07 9.0007e+07 8.38845e+07 7.75149e+07 7.29906e+07 6.99488e+07 6.45389e+07 5.80303e+07 5.25539e+07 4.66733e+07 4.09645e+07 3.6304e+07 
3.34832e+07 3.90792e+07 4.54235e+07 5.19461e+07 5.62768e+07 6.06192e+07 6.61485e+07 7.29706e+07 7.89204e+07 8.55169e+07 9.2378e+07 9.54751e+07 9.90507e+07 1.0495e+08 1.12055e+08 1.15426e+08 1.18065e+08 1.19717e+08 1.16905e+08 1.15245e+08 1.16905e+08 1.19717e+08 1.18065e+08 1.15426e+08 1.12055e+08 1.0495e+08 9.90507e+07 9.54751e+07 9.2378e+07 8.55169e+07 7.89204e+07 7.29706e+07 6.61485e+07 6.06192e+07 5.62768e+07 5.19461e+07 4.54235e+07 3.90792e+07 
3.62218e+07 4.13498e+07 4.64346e+07 5.30102e+07 5.91754e+07 6.60615e+07 7.29458e+07 7.829e+07 8.21673e+07 8.68743e+07 9.41511e+07 1.01379e+08 1.08524e+08 1.15684e+08 1.20185e+08 1.2004e+08 1.20943e+08 1.24926e+08 1.28613e+08 1.29323e+08 1.28613e+08 1.24926e+08 1.20943e+08 1.2004e+08 1.20185e+08 1.15684e+08 1.08524e+08 1.01379e+08 9.41511e+07 8.68743e+07 8.21673e+07 7.829e+07 7.29458e+07 6.60615e+07 5.91754e+07 5.30102e+07 4.64346e+07 4.13498e+07 
