112
0.000000 0.000000
0.000000 3.700000
0.000000 7.400000
0.000000 11.100000
0.000000 14.800000
0.000000 18.500000
0.000000 22.200000
14.500000 0.000000
14.500000 3.700000
14.500000 7.400000
14.500000 11.100000
14.500000 14.800000
14.500000 18.500000
14.500000 22.200000
29.000000 0.000000
29.000000 3.700000
29.000000 7.400000
29.000000 11.100000
29.000000 14.800000
29.000000 18.500000
29.000000 22.200000
43.500000 0.000000
43.500000 3.700000
43.500000 7.400000
43.500000 11.100000
43.500000 14.800000
43.500000 18.500000
43.500000 22.200000
58.000000 0.000000
58.000000 3.700000
58.000000 7.400000
58.000000 11.100000
58.000000 14.800000
58.000000 18.500000
58.000000 22.200000
72.500000 0.000000
72.500000 3.700000
72.500000 7.400000
72.500000 11.100000
72.500000 14.800000
72.500000 18.500000
72.500000 22.200000
87.000000 0.000000
87.000000 3.700000
87.000000 7.400000
87.000000 11.100000
87.000000 14.800000
87.000000 18.500000
87.000000 22.200000
101.500000 0.000000
101.500000 3.700000
101.500000 7.400000
101.500000 11.100000
101.500000 14.800000
101.500000 18.500000
101.500000 22.200000
116.000000 0.000000
116.000000 3.700000
116.000000 7.400000
116.000000 11.100000
116.000000 14.800000
116.000000 18.500000
116.000000 22.200000
130.500000 0.000000
130.500000 3.700000
130.500000 7.400000
130.500000 11.100000
130.500000 14.800000
130.500000 18.500000
130.500000 22.200000
145.000000 0.000000
145.000000 3.700000
145.000000 7.400000
145.000000 11.100000
145.000000 14.800000
145.000000 18.500000
145.000000 22.200000
159.500000 0.000000
159.500000 3.700000
159.500000 7.400000
159.500000 11.100000
159.500000 14.800000
159.500000 18.500000
159.500000 22.200000
174.000000 0.000000
174.000000 3.700000
174.000000 7.400000
174.000000 11.100000
174.000000 14.800000
174.000000 18.500000
174.000000 22.200000
188.500000 0.000000
188.500000 3.700000
188.500000 7.400000
188.500000 11.100000
188.500000 14.800000
188.500000 18.500000
188.500000 22.200000
203.000000 0.000000
203.000000 3.700000
203.000000 7.400000
203.000000 11.100000
203.000000 14.800000
203.000000 18.500000
203.000000 22.200000
217.500000 0.000000
217.500000 3.700000
217.500000 7.400000
217.500000 11.100000
217.500000 14.800000
217.500000 18.500000
217.500000 22.200000
